session_id,user_id,product_id,dwell_time_seconds,scroll_depth_pct,variant_clicks,reviews_expanded,added_to_cart,purchased
S-18843,U-9843,P-1131,251,0.83,2,0,0,0
S-18844,U-9844,P-1316,35,0.32,9,0,0,0
S-18845,U-9845,P-1983,275,0.46,8,1,0,0
S-18846,U-9846,P-1921,209,0.23,7,0,0,0
S-18847,U-9847,P-1650,177,0.68,8,0,0,0
S-18848,U-9848,P-1224,36,0.34,6,0,0,0
S-18849,U-9849,P-1961,90,0.46,1,0,0,0
S-18850,U-9850,P-1231,130,0.48,6,1,0,0
S-18851,U-9851,P-1235,2,0.33,9,1,0,0
S-18852,U-9852,P-1082,62,0.55,4,0,0,0
S-18853,U-9853,P-1041,98,0.89,8,0,0,0
S-18854,U-9854,P-1288,273,0.65,9,1,0,0
S-18855,U-9855,P-1980,66,0.84,3,1,1,1
S-18856,U-9856,P-1965,128,0.29,2,0,0,0
S-18857,U-9857,P-1053,206,0.99,1,1,1,0
S-18858,U-9858,P-1773,221,0.94,0,0,0,0
S-18859,U-9859,P-1506,280,0.97,1,1,0,0
S-18860,U-9860,P-1250,119,0.61,1,0,0,0
S-18861,U-9861,P-1905,201,0.8,3,1,0,0
S-18862,U-9862,P-1711,209,0.48,5,1,0,0
S-18863,U-9863,P-1596,173,0.83,5,1,0,0
S-18864,U-9864,P-1994,192,0.58,7,0,0,0
S-18865,U-9865,P-1273,243,0.92,6,0,0,0
S-18866,U-9866,P-1193,33,0.16,7,1,0,0
S-18867,U-9867,P-1162,66,0.33,0,0,0,0
S-18868,U-9868,P-1810,260,0.77,0,0,1,1
S-18869,U-9869,P-1468,98,0.44,6,1,0,0
S-18870,U-9870,P-1878,143,0.61,8,1,0,0
S-18871,U-9871,P-1375,55,0.28,7,1,0,0
S-18872,U-9872,P-1871,151,0.57,7,1,0,0
S-18873,U-9873,P-1844,142,0.3,3,0,0,0
S-18874,U-9874,P-1918,293,0.79,5,0,0,0
S-18875,U-9875,P-1109,45,0.34,2,0,0,0
S-18876,U-9876,P-1569,259,0.17,1,1,0,0
S-18877,U-9877,P-1822,293,0.37,0,1,0,0
S-18878,U-9878,P-1358,234,0.98,0,0,0,0
S-18879,U-9879,P-1649,145,0.91,7,1,0,0
S-18880,U-9880,P-1433,172,0.38,5,0,0,0
S-18881,U-9881,P-1327,31,0.74,2,0,0,0
S-18882,U-9882,P-1704,192,0.92,0,0,0,0
S-18883,U-9883,P-1561,152,0.65,0,0,0,0
S-18884,U-9884,P-1017,85,0.48,6,0,0,0
S-18885,U-9885,P-1589,61,0.66,7,1,0,0
S-18886,U-9886,P-1886,112,0.2,3,0,0,0
S-18887,U-9887,P-1312,151,0.95,3,1,0,0
S-18888,U-9888,P-1533,296,0.17,4,1,1,1
S-18889,U-9889,P-1175,84,0.2,0,1,0,0
S-18890,U-9890,P-1216,63,0.41,0,1,0,0
S-18891,U-9891,P-1965,29,0.43,6,0,1,1
S-18892,U-9892,P-1283,187,0.23,6,0,0,0
S-18893,U-9893,P-1400,76,0.58,3,1,0,0
S-18894,U-9894,P-1769,230,0.23,6,1,0,0
S-18895,U-9895,P-1324,147,0.95,0,0,0,0
S-18896,U-9896,P-1258,63,0.52,9,1,0,0
S-18897,U-9897,P-1311,250,0.73,0,1,0,0
S-18898,U-9898,P-1536,86,0.29,4,1,0,0
S-18899,U-9899,P-1173,67,0.55,0,0,0,0
S-18900,U-9900,P-1724,254,0.83,2,1,0,0
S-18901,U-9901,P-1314,187,0.88,4,0,0,0
S-18902,U-9902,P-1897,201,0.64,5,1,0,0
S-18903,U-9903,P-1957,138,0.16,4,1,0,0
S-18904,U-9904,P-1789,207,0.21,1,0,0,0
S-18905,U-9905,P-1364,149,0.74,6,0,0,0
S-18906,U-9906,P-1552,285,0.98,5,0,0,0
S-18907,U-9907,P-1883,22,0.77,7,0,1,1
S-18908,U-9908,P-1280,197,0.2,3,1,0,0
S-18909,U-9909,P-1022,15,0.46,1,1,0,0
S-18910,U-9910,P-1486,120,0.55,6,0,0,0
S-18911,U-9911,P-1744,247,0.35,0,1,0,0
S-18912,U-9912,P-1821,57,0.19,4,0,0,0
S-18913,U-9913,P-1653,247,0.9,5,1,0,0
S-18914,U-9914,P-1831,248,0.42,5,1,0,0
S-18915,U-9915,P-1718,201,0.49,0,1,0,0
S-18916,U-9916,P-1134,248,0.35,0,1,0,0
S-18917,U-9917,P-1665,215,0.98,0,0,0,0
S-18918,U-9918,P-1564,112,0.61,5,1,0,0
S-18919,U-9919,P-1362,260,0.49,6,0,0,0
S-18920,U-9920,P-1691,3,0.29,4,0,0,0
S-18921,U-9921,P-1659,176,0.28,6,0,0,0
S-18922,U-9922,P-1158,97,0.11,9,0,0,0
S-18923,U-9923,P-1647,6,0.21,0,1,0,0
S-18924,U-9924,P-1573,263,0.88,5,1,0,0
S-18925,U-9925,P-1490,235,0.86,0,1,0,0
S-18926,U-9926,P-1137,146,0.63,4,0,0,0
S-18927,U-9927,P-1087,212,0.99,6,0,1,0
S-18928,U-9928,P-1909,28,0.87,7,0,0,0
S-18929,U-9929,P-1129,215,0.61,4,0,0,0
S-18930,U-9930,P-1649,255,0.73,1,0,0,0
S-18931,U-9931,P-1642,194,0.74,9,1,0,0
S-18932,U-9932,P-1899,244,0.28,1,0,0,0
S-18933,U-9933,P-1183,167,0.87,1,0,0,0
S-18934,U-9934,P-1714,290,0.49,8,0,0,0
S-18935,U-9935,P-1166,273,0.87,9,1,0,0
S-18936,U-9936,P-1577,251,0.14,7,0,0,0
S-18937,U-9937,P-1707,259,0.56,1,0,0,0
S-18938,U-9938,P-1796,239,0.84,8,1,0,0
S-18939,U-9939,P-1068,201,0.12,8,1,0,0
S-18940,U-9940,P-1276,104,0.51,8,1,0,0
S-18941,U-9941,P-1543,63,0.8,2,1,0,0
S-18942,U-9942,P-1471,270,0.55,3,0,0,0
S-18943,U-9943,P-1235,5,0.36,7,1,0,0
S-18944,U-9944,P-1881,70,0.54,7,1,0,0
S-18945,U-9945,P-1464,106,0.22,6,1,0,0
S-18946,U-9946,P-1547,169,0.44,2,1,0,0
S-18947,U-9947,P-1475,162,0.1,1,0,0,0
S-18948,U-9948,P-1091,262,0.28,5,0,0,0
S-18949,U-9949,P-1892,284,0.48,5,0,0,0
S-18950,U-9950,P-1642,72,0.85,8,0,0,0
S-18951,U-9951,P-1108,299,0.84,4,0,0,0
S-18952,U-9952,P-1927,59,0.36,5,1,1,0
S-18953,U-9953,P-1285,136,0.75,1,1,0,0
S-18954,U-9954,P-1757,84,0.82,1,0,0,0
S-18955,U-9955,P-1917,262,0.38,4,1,0,0
S-18956,U-9956,P-1526,176,0.91,9,0,0,0
S-18957,U-9957,P-1303,14,0.12,8,0,0,0
S-18958,U-9958,P-1166,231,0.3,2,1,0,0
S-18959,U-9959,P-1243,249,0.82,0,1,0,0
S-18960,U-9960,P-1603,121,0.71,8,1,0,0
S-18961,U-9961,P-1533,291,0.29,6,0,0,0
S-18962,U-9962,P-1716,116,0.47,7,1,0,0
S-18963,U-9963,P-1886,54,0.73,6,0,0,0
S-18964,U-9964,P-1853,160,0.44,5,0,0,0
S-18965,U-9965,P-1541,172,0.39,8,0,0,0
S-18966,U-9966,P-1659,267,0.84,6,1,0,0
S-18967,U-9967,P-1100,64,0.71,8,1,0,0
S-18968,U-9968,P-1797,97,0.9,0,1,0,0
S-18969,U-9969,P-1673,271,0.23,8,0,0,0
S-18970,U-9970,P-1561,16,0.85,2,0,1,0
S-18971,U-9971,P-1766,22,0.52,6,0,1,0
S-18972,U-9972,P-1027,54,0.61,5,1,0,0
S-18973,U-9973,P-1463,281,0.27,1,1,0,0
S-18974,U-9974,P-1515,27,0.75,1,1,0,0
S-18975,U-9975,P-1684,54,0.9,6,0,0,0
S-18976,U-9976,P-1806,291,0.33,2,0,0,0
S-18977,U-9977,P-1250,96,0.53,5,0,1,1
S-18978,U-9978,P-1539,102,0.78,2,0,0,0
S-18979,U-9979,P-1139,123,0.88,8,0,0,0
S-18980,U-9980,P-1481,47,0.23,6,1,0,0
S-18981,U-9981,P-1974,136,0.12,6,0,0,0
S-18982,U-9982,P-1774,61,0.28,9,0,0,0
S-18983,U-9983,P-1585,137,0.62,0,0,0,0
S-18984,U-9984,P-1923,93,0.73,5,0,0,0
S-18985,U-9985,P-1695,60,0.9,0,1,0,0
S-18986,U-9986,P-1540,49,0.85,3,0,0,0
S-18987,U-9987,P-1510,121,0.63,7,1,0,0
S-18988,U-9988,P-1269,15,0.36,2,1,0,0
S-18989,U-9989,P-1782,247,0.58,2,1,0,0
S-18990,U-9990,P-1262,103,0.12,8,0,0,0
S-18991,U-9991,P-1710,134,0.66,4,0,0,0
S-18992,U-9992,P-1011,32,0.89,1,0,0,0
S-18993,U-9993,P-1809,101,0.17,3,1,0,0
S-18994,U-9994,P-1195,118,0.84,6,0,0,0
S-18995,U-9995,P-1277,175,0.87,6,0,0,0
S-18996,U-9996,P-1704,133,0.8,3,1,0,0
S-18997,U-9997,P-1577,126,0.2,2,0,0,0
S-18998,U-9998,P-1881,47,0.93,5,1,0,0
S-18999,U-9999,P-1450,200,0.15,2,0,0,0
S-19000,U-10000,P-1434,49,0.61,9,1,0,0
S-19001,U-10001,P-1041,13,0.11,1,0,0,0
S-19002,U-10002,P-1933,279,0.42,8,0,0,0
S-19003,U-10003,P-1160,243,0.39,2,0,0,0
S-19004,U-10004,P-1651,152,0.57,0,1,0,0
S-19005,U-10005,P-1806,149,0.61,1,0,0,0
S-19006,U-10006,P-1647,17,0.7,5,1,1,1
S-19007,U-10007,P-1928,136,0.34,5,0,0,0
S-19008,U-10008,P-1554,42,0.41,6,1,0,0
S-19009,U-10009,P-1102,33,0.64,4,0,0,0
S-19010,U-10010,P-1915,207,0.93,6,1,0,0
S-19011,U-10011,P-1838,87,0.39,6,0,1,0
S-19012,U-10012,P-1652,54,0.62,1,1,0,0
S-19013,U-10013,P-1133,195,0.38,8,1,0,0
S-19014,U-10014,P-1134,86,0.64,3,1,0,0
S-19015,U-10015,P-1307,65,0.6,8,0,0,0
S-19016,U-10016,P-1498,83,0.52,9,0,0,0
S-19017,U-10017,P-1731,179,0.78,3,1,0,0
S-19018,U-10018,P-1272,59,0.86,2,0,0,0
S-19019,U-10019,P-1602,140,0.6,3,0,0,0
S-19020,U-10020,P-1381,179,0.44,6,0,0,0
S-19021,U-10021,P-1331,43,0.77,8,1,0,0
S-19022,U-10022,P-1536,179,0.14,0,0,0,0
S-19023,U-10023,P-1355,271,0.64,6,0,0,0
S-19024,U-10024,P-1676,165,0.97,2,0,0,0
S-19025,U-10025,P-1244,104,0.3,3,1,0,0
S-19026,U-10026,P-1173,133,0.12,2,1,1,1
S-19027,U-10027,P-1040,211,0.93,5,1,0,0
S-19028,U-10028,P-1933,125,0.99,7,1,0,0
S-19029,U-10029,P-1259,28,0.89,8,0,0,0
S-19030,U-10030,P-1006,90,0.38,1,0,0,0
S-19031,U-10031,P-1077,262,0.93,3,1,0,0
S-19032,U-10032,P-1634,180,0.8,3,1,0,0
S-19033,U-10033,P-1858,32,0.26,9,1,0,0
S-19034,U-10034,P-1235,5,0.89,7,1,0,0
S-19035,U-10035,P-1528,223,0.78,2,0,0,0
S-19036,U-10036,P-1561,171,0.68,6,0,0,0
S-19037,U-10037,P-1582,107,0.14,5,0,0,0
S-19038,U-10038,P-1462,148,0.12,9,1,0,0
S-19039,U-10039,P-1301,29,0.41,1,1,0,0
S-19040,U-10040,P-1142,65,0.62,9,0,0,0
S-19041,U-10041,P-1413,1,0.45,2,0,0,0
S-19042,U-10042,P-1272,80,0.16,1,0,0,0
S-19043,U-10043,P-1315,71,0.83,0,1,1,0
S-19044,U-10044,P-1910,235,0.48,9,0,0,0
S-19045,U-10045,P-1761,94,0.23,6,0,0,0
S-19046,U-10046,P-1033,40,0.95,4,0,1,1
S-19047,U-10047,P-1241,162,0.19,6,0,0,0
S-19048,U-10048,P-1162,75,0.77,4,0,0,0
S-19049,U-10049,P-1848,150,0.88,6,1,0,0
S-19050,U-10050,P-1335,101,0.13,7,1,0,0
S-19051,U-10051,P-1915,148,0.46,7,0,0,0
S-19052,U-10052,P-1497,237,0.31,8,1,0,0
S-19053,U-10053,P-1061,281,0.14,2,1,0,0
S-19054,U-10054,P-1006,243,0.26,5,1,0,0
S-19055,U-10055,P-1807,244,0.91,3,0,0,0
S-19056,U-10056,P-1864,5,0.93,4,0,0,0
S-19057,U-10057,P-1836,232,0.81,3,1,0,0
S-19058,U-10058,P-1193,54,0.84,6,0,0,0
S-19059,U-10059,P-1378,7,0.25,9,1,1,1
S-19060,U-10060,P-1075,64,0.5,8,0,0,0
S-19061,U-10061,P-1910,277,0.52,2,0,0,0
S-19062,U-10062,P-1672,295,0.38,8,1,0,0
S-19063,U-10063,P-1436,34,0.67,8,0,0,0
S-19064,U-10064,P-1944,33,0.5,1,0,0,0
S-19065,U-10065,P-1628,256,0.34,2,0,0,0
S-19066,U-10066,P-1626,15,0.63,9,0,0,0
S-19067,U-10067,P-1876,200,0.56,2,0,0,0
S-19068,U-10068,P-1085,120,0.29,2,1,0,0
S-19069,U-10069,P-1561,144,0.13,4,0,0,0
S-19070,U-10070,P-1340,16,0.63,5,0,0,0
S-19071,U-10071,P-1581,176,0.3,3,0,0,0
S-19072,U-10072,P-1351,101,0.63,1,1,0,0
S-19073,U-10073,P-1444,5,0.78,1,1,0,0
S-19074,U-10074,P-1991,290,0.2,7,0,0,0
S-19075,U-10075,P-1253,3,0.64,1,0,0,0
S-19076,U-10076,P-1507,75,0.45,3,1,0,0
S-19077,U-10077,P-1044,38,0.69,7,0,0,0
S-19078,U-10078,P-1191,276,0.65,4,0,0,0
S-19079,U-10079,P-1934,68,0.43,8,1,0,0
S-19080,U-10080,P-1082,25,0.59,0,0,0,0
S-19081,U-10081,P-1410,228,0.87,2,1,0,0
S-19082,U-10082,P-1134,107,0.32,3,0,0,0
S-19083,U-10083,P-1945,18,0.75,4,1,0,0
S-19084,U-10084,P-1682,287,0.58,2,1,0,0
S-19085,U-10085,P-1123,187,0.11,6,1,0,0
S-19086,U-10086,P-1271,226,0.89,4,0,0,0
S-19087,U-10087,P-1408,5,0.47,6,0,0,0
S-19088,U-10088,P-1527,284,0.28,3,1,0,0
S-19089,U-10089,P-1280,247,0.59,9,0,0,0
S-19090,U-10090,P-1992,3,0.55,7,0,0,0
S-19091,U-10091,P-1096,242,0.58,0,1,0,0
S-19092,U-10092,P-1903,143,0.74,6,1,0,0
S-19093,U-10093,P-1733,227,0.17,1,0,0,0
S-19094,U-10094,P-1255,101,0.68,3,0,0,0
S-19095,U-10095,P-1292,87,0.98,7,1,0,0
S-19096,U-10096,P-1432,59,0.13,8,1,0,0
S-19097,U-10097,P-1628,142,0.85,7,1,0,0
S-19098,U-10098,P-1897,106,0.54,8,1,0,0
S-19099,U-10099,P-1493,2,0.26,2,0,0,0
S-19100,U-10100,P-1134,25,0.15,1,0,0,0
S-19101,U-10101,P-1785,299,0.4,8,1,0,0
S-19102,U-10102,P-1163,43,0.83,1,0,0,0
S-19103,U-10103,P-1897,261,0.52,5,1,0,0
S-19104,U-10104,P-1182,117,0.56,5,0,0,0
S-19105,U-10105,P-1945,139,0.41,4,0,0,0
S-19106,U-10106,P-1766,122,0.2,8,0,1,1
S-19107,U-10107,P-1287,100,0.48,5,1,0,0
S-19108,U-10108,P-1487,248,0.5,9,1,1,0
S-19109,U-10109,P-1804,169,0.97,9,1,0,0
S-19110,U-10110,P-1101,134,0.98,7,1,0,0
S-19111,U-10111,P-1799,146,0.65,3,0,0,0
S-19112,U-10112,P-1402,195,0.91,1,1,0,0
S-19113,U-10113,P-1723,283,0.24,6,0,0,0
S-19114,U-10114,P-1724,230,0.22,9,1,0,0
S-19115,U-10115,P-1449,2,0.59,8,1,0,0
S-19116,U-10116,P-1876,142,0.27,5,0,0,0
S-19117,U-10117,P-1832,99,0.93,5,0,0,0
S-19118,U-10118,P-1458,11,0.69,6,0,0,0
S-19119,U-10119,P-1956,69,0.25,4,0,0,0
S-19120,U-10120,P-1599,267,0.98,4,0,0,0
S-19121,U-10121,P-1721,11,0.17,9,0,0,0
S-19122,U-10122,P-1872,290,0.11,0,1,0,0
S-19123,U-10123,P-1757,260,0.92,6,0,0,0
S-19124,U-10124,P-1004,47,0.88,3,0,0,0
S-19125,U-10125,P-1241,43,0.9,4,1,0,0
S-19126,U-10126,P-1651,23,0.71,1,1,0,0
S-19127,U-10127,P-1384,38,0.16,0,1,0,0
S-19128,U-10128,P-1262,174,0.9,1,0,0,0
S-19129,U-10129,P-1527,126,0.65,7,1,0,0
S-19130,U-10130,P-1832,290,0.76,6,1,0,0
S-19131,U-10131,P-1520,210,0.49,4,1,0,0
S-19132,U-10132,P-1381,250,0.16,3,1,0,0
S-19133,U-10133,P-1454,237,0.67,4,1,0,0
S-19134,U-10134,P-1555,198,0.27,8,0,0,0
S-19135,U-10135,P-1045,80,0.2,2,0,0,0
S-19136,U-10136,P-1804,68,0.74,2,1,0,0
S-19137,U-10137,P-1695,126,0.11,7,0,0,0
S-19138,U-10138,P-1799,279,0.79,1,0,0,0
S-19139,U-10139,P-1233,159,0.28,9,1,0,0
S-19140,U-10140,P-1312,167,0.86,1,1,0,0
S-19141,U-10141,P-1831,243,0.18,5,0,0,0
S-19142,U-10142,P-1292,106,0.11,1,1,1,0
S-19143,U-10143,P-1869,235,0.45,7,1,0,0
S-19144,U-10144,P-1741,286,0.31,9,1,0,0
S-19145,U-10145,P-1594,16,0.38,4,0,0,0
S-19146,U-10146,P-1914,1,0.65,6,0,0,0
S-19147,U-10147,P-1161,202,0.18,2,0,0,0
S-19148,U-10148,P-1800,254,0.93,9,1,1,0
S-19149,U-10149,P-1507,60,0.61,7,1,0,0
S-19150,U-10150,P-1431,18,0.63,7,0,0,0
S-19151,U-10151,P-1424,298,0.16,4,1,0,0
S-19152,U-10152,P-1085,64,0.71,3,1,0,0
S-19153,U-10153,P-1230,227,0.46,6,1,0,0
S-19154,U-10154,P-1397,197,0.12,7,1,1,1
S-19155,U-10155,P-1313,9,0.65,0,0,0,0
S-19156,U-10156,P-1285,26,0.55,9,1,0,0
S-19157,U-10157,P-1134,70,0.29,0,0,0,0
S-19158,U-10158,P-1829,272,0.12,7,1,0,0
S-19159,U-10159,P-1982,52,0.5,1,1,0,0
S-19160,U-10160,P-1750,156,0.47,0,0,0,0
S-19161,U-10161,P-1916,117,0.33,2,0,0,0
S-19162,U-10162,P-1069,120,0.96,6,1,0,0
S-19163,U-10163,P-1701,149,0.52,8,0,0,0
S-19164,U-10164,P-1151,196,0.81,8,0,0,0
S-19165,U-10165,P-1288,289,0.58,2,1,0,0
S-19166,U-10166,P-1644,111,0.18,2,1,0,0
S-19167,U-10167,P-1557,276,0.76,9,1,0,0
S-19168,U-10168,P-1234,173,0.74,0,1,1,0
S-19169,U-10169,P-1844,256,0.6,7,1,0,0
S-19170,U-10170,P-1925,225,0.59,6,0,0,0
S-19171,U-10171,P-1599,46,0.23,0,0,0,0
S-19172,U-10172,P-1654,153,0.81,7,0,0,0
S-19173,U-10173,P-1857,211,0.85,6,1,0,0
S-19174,U-10174,P-1796,214,0.49,1,0,0,0
S-19175,U-10175,P-1450,72,0.83,2,0,0,0
S-19176,U-10176,P-1054,183,0.5,8,0,0,0
S-19177,U-10177,P-1429,110,0.62,1,1,0,0
S-19178,U-10178,P-1408,237,0.77,2,1,0,0
S-19179,U-10179,P-1677,296,0.82,4,1,0,0
S-19180,U-10180,P-1714,229,0.32,6,1,0,0
S-19181,U-10181,P-1096,28,1.0,4,1,0,0
S-19182,U-10182,P-1607,65,0.11,8,0,0,0
S-19183,U-10183,P-1829,150,0.6,9,1,0,0
S-19184,U-10184,P-1679,175,0.1,9,1,0,0
S-19185,U-10185,P-1218,123,0.64,4,1,0,0
S-19186,U-10186,P-1247,239,0.81,7,1,0,0
S-19187,U-10187,P-1187,117,0.3,3,0,0,0
S-19188,U-10188,P-1335,90,0.56,1,1,0,0
S-19189,U-10189,P-1981,132,0.45,7,0,0,0
S-19190,U-10190,P-1749,221,0.34,9,0,1,1
S-19191,U-10191,P-1790,183,0.94,8,0,0,0
S-19192,U-10192,P-1788,20,0.76,1,0,0,0
S-19193,U-10193,P-1053,165,0.21,5,0,0,0
S-19194,U-10194,P-1955,298,0.3,8,0,0,0
S-19195,U-10195,P-1568,88,0.81,1,0,0,0
S-19196,U-10196,P-1494,159,0.4,0,0,0,0
S-19197,U-10197,P-1043,95,0.46,7,1,0,0
S-19198,U-10198,P-1935,246,0.67,6,1,0,0
S-19199,U-10199,P-1289,196,0.13,7,0,0,0
S-19200,U-10200,P-1858,105,0.62,9,1,0,0
S-19201,U-10201,P-1513,240,0.62,6,0,0,0
S-19202,U-10202,P-1651,44,0.51,8,0,0,0
S-19203,U-10203,P-1768,151,0.25,5,0,0,0
S-19204,U-10204,P-1810,89,0.4,5,1,0,0
S-19205,U-10205,P-1040,148,0.66,0,0,0,0
S-19206,U-10206,P-1822,269,0.56,8,1,0,0
S-19207,U-10207,P-1989,269,0.69,6,1,0,0
S-19208,U-10208,P-1691,86,0.56,3,0,0,0
S-19209,U-10209,P-1908,292,0.55,7,1,0,0
S-19210,U-10210,P-1174,184,0.51,9,1,0,0
S-19211,U-10211,P-1165,142,0.75,1,0,0,0
S-19212,U-10212,P-1204,231,0.66,9,1,1,1
S-19213,U-10213,P-1965,228,0.22,9,0,0,0
S-19214,U-10214,P-1504,262,0.38,5,0,0,0
S-19215,U-10215,P-1646,142,0.33,9,1,0,0
S-19216,U-10216,P-1685,239,0.19,7,0,0,0
S-19217,U-10217,P-1381,68,0.26,3,1,0,0
S-19218,U-10218,P-1523,5,0.14,8,1,0,0
S-19219,U-10219,P-1567,196,0.48,0,1,0,0
S-19220,U-10220,P-1082,277,0.94,3,0,0,0
S-19221,U-10221,P-1717,219,0.2,9,1,0,0
S-19222,U-10222,P-1663,18,0.47,1,0,0,0
S-19223,U-10223,P-1791,248,0.47,9,1,1,1
S-19224,U-10224,P-1064,3,0.15,1,0,0,0
S-19225,U-10225,P-1641,53,0.76,2,0,0,0
S-19226,U-10226,P-1620,295,0.83,0,0,0,0
S-19227,U-10227,P-1108,234,0.94,5,1,0,0
S-19228,U-10228,P-1368,254,0.58,7,0,0,0
S-19229,U-10229,P-1681,108,0.26,6,0,0,0
S-19230,U-10230,P-1650,295,0.42,2,0,0,0
S-19231,U-10231,P-1129,235,0.38,5,1,0,0
S-19232,U-10232,P-1289,95,0.22,6,1,0,0
S-19233,U-10233,P-1220,1,0.84,8,1,0,0
S-19234,U-10234,P-1219,260,0.72,7,0,0,0
S-19235,U-10235,P-1071,33,0.83,9,1,1,0
S-19236,U-10236,P-1754,262,0.94,2,1,0,0
S-19237,U-10237,P-1776,215,0.37,7,0,0,0
S-19238,U-10238,P-1041,41,0.22,5,1,1,0
S-19239,U-10239,P-1176,92,0.7,5,0,0,0
S-19240,U-10240,P-1884,171,0.58,0,0,0,0
S-19241,U-10241,P-1466,191,0.67,1,0,0,0
S-19242,U-10242,P-1574,120,0.51,9,1,1,1
S-19243,U-10243,P-1649,153,0.21,9,0,0,0
S-19244,U-10244,P-1446,237,0.38,8,1,0,0
S-19245,U-10245,P-1220,5,0.99,0,1,0,0
S-19246,U-10246,P-1646,126,0.5,9,1,1,1
S-19247,U-10247,P-1538,103,0.71,6,0,0,0
S-19248,U-10248,P-1909,48,0.92,2,0,0,0
S-19249,U-10249,P-1161,84,0.26,4,1,0,0
S-19250,U-10250,P-1862,195,0.65,1,1,1,0
S-19251,U-10251,P-1935,158,0.11,2,1,0,0
S-19252,U-10252,P-1561,135,0.53,7,0,0,0
S-19253,U-10253,P-1691,1,0.86,5,1,0,0
S-19254,U-10254,P-1939,4,0.37,3,0,0,0
S-19255,U-10255,P-1522,206,0.67,5,0,0,0
S-19256,U-10256,P-1949,257,0.23,0,1,0,0
S-19257,U-10257,P-1742,110,0.97,7,1,0,0
S-19258,U-10258,P-1936,211,0.36,1,1,0,0
S-19259,U-10259,P-1709,39,0.16,9,1,0,0
S-19260,U-10260,P-1716,199,0.92,9,1,1,1
S-19261,U-10261,P-1872,198,0.93,4,0,0,0
S-19262,U-10262,P-1772,185,0.45,8,1,0,0
S-19263,U-10263,P-1837,54,0.15,0,0,0,0
S-19264,U-10264,P-1339,234,0.81,4,1,0,0
S-19265,U-10265,P-1651,45,0.72,3,0,0,0
S-19266,U-10266,P-1440,39,0.25,2,0,0,0
S-19267,U-10267,P-1416,25,0.43,8,1,0,0
S-19268,U-10268,P-1842,82,0.33,0,0,0,0
S-19269,U-10269,P-1797,176,0.25,9,1,0,0
S-19270,U-10270,P-1824,82,0.97,6,0,0,0
S-19271,U-10271,P-1498,93,0.83,2,1,0,0
S-19272,U-10272,P-1117,123,0.89,9,1,0,0
S-19273,U-10273,P-1337,282,0.97,3,0,0,0
S-19274,U-10274,P-1222,16,0.24,8,1,1,0
S-19275,U-10275,P-1849,217,0.16,3,1,0,0
S-19276,U-10276,P-1575,53,0.92,5,0,0,0
S-19277,U-10277,P-1819,243,0.11,8,0,0,0
S-19278,U-10278,P-1133,205,0.39,6,0,0,0
S-19279,U-10279,P-1340,139,0.8,6,1,0,0
S-19280,U-10280,P-1010,4,0.7,5,1,0,0
S-19281,U-10281,P-1882,265,0.47,7,0,0,0
S-19282,U-10282,P-1449,4,0.43,7,1,0,0
S-19283,U-10283,P-1930,95,0.42,5,1,0,0
S-19284,U-10284,P-1953,200,0.71,3,0,0,0
S-19285,U-10285,P-1242,110,0.11,0,1,0,0
S-19286,U-10286,P-1123,114,0.62,4,1,0,0
S-19287,U-10287,P-1165,102,0.14,3,1,0,0
S-19288,U-10288,P-1509,233,0.18,8,1,0,0
S-19289,U-10289,P-1271,171,0.59,3,0,0,0
S-19290,U-10290,P-1488,108,0.72,5,1,0,0
S-19291,U-10291,P-1853,254,0.54,3,1,0,0
S-19292,U-10292,P-1622,49,0.43,0,1,0,0
S-19293,U-10293,P-1048,218,0.12,0,1,0,0
S-19294,U-10294,P-1724,55,0.91,4,0,0,0
S-19295,U-10295,P-1258,230,0.56,5,0,0,0
S-19296,U-10296,P-1507,93,0.55,6,0,0,0
S-19297,U-10297,P-1800,292,0.11,0,1,0,0
S-19298,U-10298,P-1801,86,0.31,9,1,0,0
S-19299,U-10299,P-1203,48,0.32,9,0,0,0
S-19300,U-10300,P-1250,45,0.9,6,1,0,0
S-19301,U-10301,P-1455,28,0.69,6,1,0,0
S-19302,U-10302,P-1477,201,0.6,8,0,0,0
S-19303,U-10303,P-1004,210,0.99,4,0,0,0
S-19304,U-10304,P-1376,4,0.88,6,1,0,0
S-19305,U-10305,P-1964,163,0.65,2,0,0,0
S-19306,U-10306,P-1283,60,0.35,3,0,0,0
S-19307,U-10307,P-1711,145,0.87,2,0,0,0
S-19308,U-10308,P-1580,226,0.13,9,0,0,0
S-19309,U-10309,P-1901,280,0.24,4,0,0,0
S-19310,U-10310,P-1911,20,0.11,4,0,0,0
S-19311,U-10311,P-1296,79,0.99,2,0,0,0
S-19312,U-10312,P-1325,102,0.72,6,0,0,0
S-19313,U-10313,P-1202,14,0.9,1,0,0,0
S-19314,U-10314,P-1414,38,0.98,3,1,0,0
S-19315,U-10315,P-1152,65,0.86,1,1,0,0
S-19316,U-10316,P-1554,201,0.34,9,0,0,0
S-19317,U-10317,P-1384,83,0.77,7,1,0,0
S-19318,U-10318,P-1434,198,0.69,9,1,0,0
S-19319,U-10319,P-1825,174,0.76,0,0,0,0
S-19320,U-10320,P-1777,244,0.92,7,1,0,0
S-19321,U-10321,P-1241,162,0.52,8,0,0,0
S-19322,U-10322,P-1358,189,0.89,3,1,0,0
