session_id,user_id,product_id,dwell_time_seconds,scroll_depth_pct,variant_clicks,reviews_expanded,added_to_cart,purchased,category,base_price,image_count,description_word_count,variant_count,has_size_chart,rating,review_count,PRI,VRS,SPI,EDI
S-18881,U-9881,P-1327,31,0.74,2,0,0,0,Home & Living,35.61,4,385,14,0,3.0,20,0.1500063187160369,0.5599999999999999,1.8267134626340538,0.4189189189189189
S-18882,U-9882,P-1704,192,0.92,0,0,0,0,Home & Living,231.08,2,217,14,0,2.2,305,0.9734192678714353,0.27999999999999997,2.518377444859048,2.0869565217391304
S-18883,U-9883,P-1561,152,0.65,0,0,0,0,Watch,600.74,1,102,14,0,1.2,433,1.0932086184306304,0.13999999999999999,1.4575306881840973,2.3384615384615386
S-18884,U-9884,P-1017,85,0.48,6,0,0,0,Electronics,1891.42,7,196,3,1,4.5,681,1.7058568877505007,1.0,5.872526692059116,1.7708333333333333
S-18885,U-9885,P-1589,61,0.66,7,1,0,0,Home & Living,356.98,2,278,11,0,4.1,848,1.5037701672353512,0.27999999999999997,5.530128532775305,0.9242424242424242
S-18886,U-9886,P-1886,112,0.2,3,0,0,0,Home & Living,254.78,1,61,1,0,4.2,132,1.0732549812544758,0.13999999999999999,4.107893267706274,5.6
S-18887,U-9887,P-1312,151,0.95,3,1,0,0,Watch,737.23,5,345,10,0,3.8,765,1.3415890231474743,0.7,5.04729844900285,1.5894736842105264
S-18888,U-9888,P-1533,296,0.17,4,1,1,1,Electronics,495.12,8,31,6,0,1.7,291,0.4465448510976028,0.7,1.9300962927712155,17.41176470588235
S-18889,U-9889,P-1175,84,0.2,0,1,0,0,Home & Living,494.7,7,61,4,1,2.6,884,2.083912548970049,1.0,3.5285055754041235,4.2
S-18890,U-9890,P-1216,63,0.41,0,1,0,0,Watch,962.74,2,33,4,1,2.4,531,1.7519653515795603,0.58,3.0127888748839893,1.5365853658536586
S-18891,U-9891,P-1965,29,0.43,6,0,1,1,Home & Living,413.1,5,189,13,1,2.8,37,1.7401743965626186,1.0,2.0370482494467756,0.6744186046511628
S-18892,U-9892,P-1283,187,0.23,6,0,0,0,Shoes,128.19,5,190,2,1,4.8,163,0.5711803234861649,1.0,4.8958717707112305,8.130434782608695
S-18893,U-9893,P-1400,76,0.58,3,1,0,0,Home & Living,375.47,7,14,1,1,2.1,557,1.5816588735835546,1.0,2.6562307642001506,1.310344827586207
S-18894,U-9894,P-1769,230,0.23,6,1,0,0,Shoes,156.05,6,216,14,0,1.5,568,0.6953170253531168,0.7,1.9031641302378992,10.0
S-18895,U-9895,P-1324,147,0.95,0,0,0,0,Watch,311.83,6,129,10,1,2.5,204,0.5674588731984277,1.0,2.6615049895692042,1.5473684210526315
S-18896,U-9896,P-1258,63,0.52,9,1,0,0,Watch,623.06,6,51,7,1,1.3,743,1.1338258844082107,1.0,1.719130669056604,1.2115384615384615
S-18897,U-9897,P-1311,250,0.73,0,1,0,0,Home & Living,24.24,6,269,12,1,2.6,272,0.10211045115632503,1.0,2.916925333496179,3.4246575342465753
S-18898,U-9898,P-1536,86,0.29,4,1,0,0,Electronics,811.51,4,381,11,1,2.4,95,0.7318945146918234,0.8599999999999999,2.190887131904561,2.9655172413793105
S-18899,U-9899,P-1173,67,0.55,0,0,0,0,T-shirt,456.07,7,82,1,1,3.7,1163,2.048187901378722,1.0,5.224117044935623,1.218181818181818
S-18900,U-9900,P-1724,254,0.83,2,1,0,0,Home & Living,252.32,6,354,2,0,4.2,722,1.0628922869539577,0.7,5.530063746613363,3.0602409638554215
S-18901,U-9901,P-1314,187,0.88,4,0,0,0,Home & Living,375.5,2,126,4,0,3.1,739,1.5817852479042926,0.27999999999999997,4.096123115442893,2.125
S-18902,U-9902,P-1897,201,0.64,5,1,0,0,Shoes,414.93,4,78,9,0,2.9,229,1.8488170030744553,0.5599999999999999,3.1540859991754533,3.140625
S-18903,U-9903,P-1957,138,0.16,4,1,0,0,Home & Living,127.11,6,152,12,1,1.9,298,0.5354479969670163,1.0,2.166168557888461,8.625
S-18904,U-9904,P-1789,207,0.21,1,0,0,0,Shoes,271.93,2,51,4,0,3.4,72,1.2116472842311634,0.27999999999999997,2.9175124199809055,9.857142857142858
S-18905,U-9905,P-1364,149,0.74,6,0,0,0,Shoes,290.94,5,334,4,1,3.4,1012,1.2963507552466247,1.0,4.706056622889104,2.0135135135135136
S-18906,U-9906,P-1552,285,0.98,5,0,0,0,Home & Living,165.87,3,196,5,0,2.6,507,0.6987236193605459,0.42,3.239850352740811,2.9081632653061225
S-18907,U-9907,P-1883,22,0.77,7,0,1,1,Electronics,542.43,7,75,6,0,1.5,531,0.48921336964952467,0.7,1.8829930468024934,0.2857142857142857
S-18908,U-9908,P-1280,197,0.2,3,1,0,0,Watch,454.78,7,125,14,0,1.8,518,0.827594991993012,0.7,2.2506853979397197,9.85
S-18909,U-9909,P-1022,15,0.46,1,1,0,0,T-shirt,140.72,2,139,12,0,1.1,384,0.6319665873265371,0.27999999999999997,1.3097135335433128,0.32608695652173914
S-18910,U-9910,P-1486,120,0.55,6,0,0,0,Electronics,1965.62,3,219,4,1,1.7,112,1.7727772867475964,0.72,1.6073118583621957,2.1818181818181817
S-18911,U-9911,P-1744,247,0.35,0,1,0,0,Electronics,1974.47,5,200,8,1,3.6,1058,1.7807590324500804,1.0,5.014857848833013,7.057142857142857
S-18912,U-9912,P-1821,57,0.19,4,0,0,0,Home & Living,443.56,5,403,7,0,5.0,193,1.8684864568852944,0.7,5.267858159063328,3.0
S-18913,U-9913,P-1653,247,0.9,5,1,0,0,Watch,895.42,4,330,12,1,4.1,1131,1.6294584364536322,0.8599999999999999,5.766027832185765,2.7444444444444445
S-18914,U-9914,P-1831,248,0.42,5,1,0,0,Electronics,1561.22,4,113,5,0,1.1,356,1.4080520932917262,0.5599999999999999,1.2931018719915206,5.904761904761905
S-18915,U-9915,P-1718,201,0.49,0,1,0,0,Electronics,499.2,3,312,8,1,2.4,1073,0.45022457115027326,0.72,3.3499897320330287,4.1020408163265305
S-18916,U-9916,P-1134,248,0.35,0,1,0,0,Electronics,1834.22,6,161,9,1,1.7,1184,1.6542686556395318,1.0,2.4063493382135386,7.085714285714285
S-18917,U-9917,P-1665,215,0.98,0,0,0,0,Watch,681.8,6,326,7,1,1.5,680,1.2407191730965206,1.0,1.9570686918448534,2.193877551020408
S-18918,U-9918,P-1564,112,0.61,5,1,0,0,Electronics,160.31,8,423,1,0,3.5,438,0.14458233373617851,0.7,4.25914958915262,1.8360655737704918
S-18919,U-9919,P-1362,260,0.49,6,0,0,0,T-shirt,171.9,6,434,8,0,3.5,1039,0.7719944312210896,0.7,4.862883194494793,5.3061224489795915
S-18920,U-9920,P-1691,3,0.29,4,0,0,0,Electronics,1840.0,4,27,10,0,1.8,252,1.659481592380815,0.5599999999999999,1.9920202159419071,0.10344827586206898
S-18921,U-9921,P-1659,176,0.28,6,0,0,0,Shoes,49.98,2,185,4,0,3.5,320,0.2226975003341799,0.27999999999999997,4.040008786191011,6.285714285714285
S-18922,U-9922,P-1158,97,0.11,9,0,0,0,Electronics,735.06,2,82,9,0,3.9,60,0.6629448583127401,0.27999999999999997,3.206481614055183,8.818181818181818
S-18923,U-9923,P-1647,6,0.21,0,1,0,0,T-shirt,122.7,3,47,6,0,3.7,440,0.5510396550949836,0.42,4.505893207830666,0.2857142857142857
S-18924,U-9924,P-1573,263,0.88,5,1,0,0,Shoes,416.36,3,311,14,0,2.9,1151,1.8551887002628882,0.42,4.088567807928385,2.9886363636363638
S-18925,U-9925,P-1490,235,0.86,0,1,0,0,Electronics,1242.1,4,38,8,0,4.8,360,1.1202402640740272,0.5599999999999999,5.653322839999565,2.7325581395348837
S-18926,U-9926,P-1137,146,0.63,4,0,0,0,T-shirt,161.87,6,224,3,1,4.2,31,0.726950195356357,1.0,2.9112181583517707,2.3174603174603177
S-18927,U-9927,P-1087,212,0.99,6,0,1,0,T-shirt,73.29,3,182,13,0,1.9,880,0.32914177931468097,0.42,2.5768018978557485,2.1414141414141414
S-18928,U-9928,P-1909,28,0.87,7,0,0,0,T-shirt,382.03,3,138,7,0,3.1,664,1.715677909013338,0.42,4.02986796520663,0.3218390804597701
S-18929,U-9929,P-1129,215,0.61,4,0,0,0,Home & Living,356.55,2,101,10,0,2.7,1052,1.5019588019714396,0.27999999999999997,3.758075196552347,3.5245901639344264
S-18930,U-9930,P-1649,255,0.73,1,0,0,0,Shoes,27.12,4,299,13,0,2.8,134,0.12083945996524528,0.5599999999999999,2.74695387592552,3.493150684931507
S-18931,U-9931,P-1642,194,0.74,9,1,0,0,Home & Living,54.06,4,293,6,1,3.5,925,0.22772652596992293,0.8599999999999999,4.781611964252325,2.6216216216216215
S-18932,U-9932,P-1899,244,0.28,1,0,0,0,T-shirt,490.71,5,227,13,0,3.6,254,2.2037544348138502,0.7,3.9897097525140666,8.714285714285714
S-18933,U-9933,P-1183,167,0.87,1,0,0,0,T-shirt,40.14,5,233,14,1,4.6,1063,0.18026676247361567,1.0,6.412207416309462,1.9195402298850575
S-18934,U-9934,P-1714,290,0.49,8,0,0,0,Home & Living,349.1,2,136,3,0,3.2,1019,1.4705758456548297,0.27999999999999997,4.433637060018123,5.918367346938775
S-18935,U-9935,P-1166,273,0.87,9,1,0,0,T-shirt,328.58,8,117,12,1,1.3,804,1.4756365922665828,1.0,1.7396189921288265,3.1379310344827585
S-18936,U-9936,P-1577,251,0.14,7,0,0,0,T-shirt,470.81,2,228,5,1,2.9,200,2.1143845152018685,0.58,3.075916846674264,17.928571428571427
S-18937,U-9937,P-1707,259,0.56,1,0,0,0,Electronics,1373.83,3,65,11,0,3.0,231,1.2390465195981168,0.42,3.2680424229997858,4.624999999999999
S-18938,U-9938,P-1796,239,0.84,8,1,0,0,Shoes,295.88,7,357,6,1,2.9,1094,1.3183620728066656,1.0,4.059135592505348,2.8452380952380953
S-18939,U-9939,P-1068,201,0.12,8,1,0,0,Home & Living,371.15,5,244,11,1,4.9,1032,1.5634609713972787,1.0,6.8014180197372465,16.75
S-18940,U-9940,P-1276,104,0.51,8,1,0,0,Watch,50.32,3,263,2,1,2.5,286,0.09157082544766341,0.72,2.8297411078798107,2.0392156862745097
S-18941,U-9941,P-1543,63,0.8,2,1,0,0,T-shirt,296.49,2,405,3,1,2.8,735,1.3315219832038443,0.58,3.6966888664881705,0.7875
S-18942,U-9942,P-1471,270,0.55,3,0,0,0,Electronics,1509.6,5,406,7,1,2.2,701,1.3614964194880859,1.0,2.883730697771357,4.909090909090908
S-18943,U-9943,P-1235,5,0.36,7,1,0,0,Electronics,1410.1,1,10,3,1,3.6,1076,1.2717581485957539,0.43999999999999995,5.0269929675526,0.1388888888888889
S-18944,U-9944,P-1881,70,0.54,7,1,0,0,Shoes,86.62,8,383,13,1,2.9,516,0.38595553179165,1.0,3.6238648672148885,1.2962962962962963
S-18945,U-9945,P-1464,106,0.22,6,1,0,0,Home & Living,182.99,7,336,10,1,2.6,461,0.7708412317283796,1.0,3.190493743362504,4.818181818181818
S-18946,U-9946,P-1547,169,0.44,2,1,0,0,Watch,760.45,1,37,8,0,2.9,533,1.3838440821080216,0.13999999999999999,3.6426295865969127,3.840909090909091
S-18947,U-9947,P-1475,162,0.1,1,0,0,0,T-shirt,187.24,8,445,9,0,4.0,1125,0.8408856154847982,0.7,5.621141446959709,16.2
S-18948,U-9948,P-1091,262,0.28,5,0,0,0,Shoes,181.79,2,347,14,0,2.7,446,0.8100075747449093,0.27999999999999997,3.2953816410913275,9.357142857142856
S-18949,U-9949,P-1892,284,0.48,5,0,0,0,Shoes,485.05,8,163,3,1,4.7,181,2.1612529519226484,1.0,4.891766285852188,5.916666666666667
S-18950,U-9950,P-1642,72,0.85,8,0,0,0,Home & Living,54.06,4,293,6,1,3.5,925,0.22772652596992293,0.8599999999999999,4.781611964252325,0.8470588235294118
S-18951,U-9951,P-1108,299,0.84,4,0,0,0,Watch,133.49,6,104,8,1,4.4,898,0.24292109477362064,1.0,5.985129070335026,3.5595238095238093
S-18952,U-9952,P-1927,59,0.36,5,1,1,0,Shoes,230.14,3,346,5,1,2.0,928,1.0254422314307357,0.72,2.7336434955255355,1.6388888888888888
S-18953,U-9953,P-1285,136,0.75,1,1,0,0,Shoes,72.33,2,61,12,1,2.9,553,0.3222831172303168,0.58,3.6639555183134243,1.8133333333333332
S-18954,U-9954,P-1757,84,0.82,1,0,0,0,T-shirt,215.16,1,331,9,0,4.7,831,0.966272959985629,0.13999999999999999,6.320402494371937,1.024390243902439
S-18955,U-9955,P-1917,262,0.38,4,1,0,0,Electronics,592.03,1,35,1,1,4.8,1025,0.5339472212702249,0.43999999999999995,6.656086104701486,6.894736842105263
S-18956,U-9956,P-1526,176,0.91,9,0,0,0,T-shirt,319.4,8,248,13,0,3.4,831,1.43440966452598,0.7,4.572206059758422,1.934065934065934
S-18957,U-9957,P-1303,14,0.12,8,0,0,0,Watch,565.13,5,362,8,0,2.2,18,1.0284066094045712,0.7,1.2955531508332339,1.1666666666666667
S-18958,U-9958,P-1166,231,0.3,2,1,0,0,T-shirt,328.58,8,117,12,1,1.3,804,1.4756365922665828,1.0,1.7396189921288265,7.7
S-18959,U-9959,P-1243,249,0.82,0,1,0,0,Watch,374.19,4,142,2,1,3.3,782,0.6809397292182269,0.8599999999999999,4.3976675793539295,3.0365853658536586
S-18960,U-9960,P-1603,121,0.71,8,1,0,0,Electronics,1653.07,2,292,1,0,2.8,104,1.490890889085301,0.27999999999999997,2.6062177960882127,1.704225352112676
S-18961,U-9961,P-1533,291,0.29,6,0,0,0,Electronics,495.12,8,31,6,0,1.7,291,0.4465448510976028,0.7,1.9300962927712155,10.03448275862069
S-18962,U-9962,P-1716,116,0.47,7,1,0,0,Shoes,454.45,1,74,6,1,2.2,938,2.024907543554783,0.43999999999999995,3.011718810851636,2.4680851063829787
S-18963,U-9963,P-1886,54,0.73,6,0,0,0,Home & Living,254.78,1,61,1,0,4.2,132,1.0732549812544758,0.13999999999999999,4.107893267706274,0.7397260273972602
S-18964,U-9964,P-1853,160,0.44,5,0,0,0,T-shirt,448.03,2,228,5,0,4.7,982,2.0120806574751873,0.27999999999999997,6.477172572938337,3.6363636363636362
S-18965,U-9965,P-1541,172,0.39,8,0,0,0,Electronics,1571.18,2,254,6,1,1.6,266,1.4170349393026571,0.58,1.78791957068808,4.410256410256411
S-18966,U-9966,P-1659,267,0.84,6,1,0,0,Shoes,49.98,2,185,4,0,3.5,320,0.2226975003341799,0.27999999999999997,4.040008786191011,3.1785714285714284
S-18967,U-9967,P-1100,64,0.71,8,1,0,0,Home & Living,11.27,4,266,8,0,3.4,718,0.04747461982391845,0.5599999999999999,4.472945723250311,0.9014084507042254
S-18968,U-9968,P-1797,97,0.9,0,1,0,0,T-shirt,117.37,2,99,14,1,2.9,1144,0.5271028876813222,0.58,4.085032751273237,1.0777777777777777
S-18969,U-9969,P-1673,271,0.23,8,0,0,0,Watch,994.95,3,182,11,1,3.7,1109,1.8105801426699666,0.72,5.188965317786721,11.782608695652174
S-18970,U-9970,P-1561,16,0.85,2,0,1,0,Watch,600.74,1,102,14,0,1.2,433,1.0932086184306304,0.13999999999999999,1.4575306881840973,0.18823529411764706
S-18971,U-9971,P-1766,22,0.52,6,0,1,0,Watch,50.57,1,191,1,1,1.9,82,0.09202576794293202,0.43999999999999995,1.6791594309627074,0.4230769230769231
S-18972,U-9972,P-1027,54,0.61,5,1,0,0,Shoes,420.48,3,450,9,0,4.7,262,1.8735463173372544,0.42,5.2378247902471,0.8852459016393442
S-18973,U-9973,P-1463,281,0.27,1,1,0,0,Watch,464.78,3,158,3,0,4.0,402,0.8457926918037559,0.42,4.799149249557346,10.407407407407407
S-18974,U-9974,P-1515,27,0.75,1,1,0,0,T-shirt,161.81,4,292,8,1,3.1,276,0.7266807383123007,0.8599999999999999,3.48689085383615,0.36
S-18975,U-9975,P-1684,54,0.9,6,0,0,0,Shoes,310.85,5,73,6,1,2.6,1110,1.3850643853317293,1.0,3.646768210612608,0.6
S-18976,U-9976,P-1806,291,0.33,2,0,0,0,Home & Living,376.53,1,276,6,0,4.7,892,1.5861240995829646,0.13999999999999999,6.386911386023909,8.818181818181818
S-18977,U-9977,P-1250,96,0.53,5,0,1,1,Watch,132.69,6,394,12,1,3.1,558,0.24146527878876112,1.0,3.9222126733561615,1.8113207547169812
S-18978,U-9978,P-1539,102,0.78,2,0,0,0,Shoes,381.67,3,220,12,0,2.5,1115,1.7006193467896449,0.42,3.508753071470628,1.3076923076923077
S-18979,U-9979,P-1139,123,0.88,8,0,0,0,Electronics,1096.34,4,122,2,1,3.2,830,0.988780461408034,0.8599999999999999,4.302483068707487,1.3977272727272727
S-18980,U-9980,P-1481,47,0.23,6,1,0,0,Watch,73.93,4,428,8,0,3.8,673,0.13453559470082982,0.5599999999999999,4.950054884293353,2.0434782608695654
S-18981,U-9981,P-1974,136,0.12,6,0,0,0,T-shirt,48.68,5,410,7,1,2.4,185,0.21861948174428528,1.0,2.5083584033823367,11.333333333333334
S-18982,U-9982,P-1774,61,0.28,9,0,0,0,Shoes,92.11,5,90,5,1,4.2,799,0.4104175021164728,1.0,5.61507385124106,2.1785714285714284
S-18983,U-9983,P-1585,137,0.62,0,0,0,0,Watch,877.14,2,442,4,0,4.0,931,1.5961930411995924,0.27999999999999997,5.469866251748473,2.2096774193548385
S-18984,U-9984,P-1923,93,0.73,5,0,0,0,Watch,302.8,6,99,5,0,4.6,670,0.551026350269326,0.7,5.988067606013947,1.273972602739726
S-18985,U-9985,P-1695,60,0.9,0,1,0,0,Shoes,325.54,5,181,6,0,3.4,421,1.450519092812904,0.7,4.1106036135444874,0.6666666666666666
S-18986,U-9986,P-1540,49,0.85,3,0,0,0,T-shirt,180.01,6,422,10,1,2.0,990,0.8084160416760228,1.0,2.7594858137319953,0.5764705882352941
S-18987,U-9987,P-1510,121,0.63,7,1,0,0,Shoes,131.71,4,239,10,0,2.8,91,0.586864501180769,0.5599999999999999,2.5322016031474623,1.9206349206349207
S-18988,U-9988,P-1269,15,0.36,2,1,0,0,Electronics,1191.72,4,110,4,1,3.0,560,1.0748029365609049,0.8599999999999999,3.7978325433136173,0.4166666666666667
S-18989,U-9989,P-1782,247,0.58,2,1,0,0,Watch,236.85,7,179,3,0,4.7,719,0.4310125200174698,0.7,6.184496139289496,4.258620689655173
S-18990,U-9990,P-1262,103,0.12,8,0,0,0,Watch,579.89,2,295,4,1,3.3,452,1.0552664143252293,0.58,4.036488802818802,8.583333333333334
S-18991,U-9991,P-1710,134,0.66,4,0,0,0,Shoes,278.0,2,184,12,0,2.7,1134,1.2386935792897562,0.27999999999999997,3.798569482154372,2.0303030303030303
S-18992,U-9992,P-1011,32,0.89,1,0,0,0,T-shirt,107.37,8,72,11,1,3.8,418,0.48219338033861775,1.0,4.588781899140825,0.3595505617977528
S-18993,U-9993,P-1809,101,0.17,3,1,0,0,Watch,722.05,5,223,9,0,3.3,18,1.3139649148347647,0.7,1.9433297262498503,5.9411764705882355
S-18994,U-9994,P-1195,118,0.84,6,0,0,0,Electronics,947.22,6,235,13,1,2.7,396,0.8542903010516063,1.0,3.2313255915710832,1.4047619047619047
S-18995,U-9995,P-1277,175,0.87,6,0,0,0,Electronics,464.39,1,139,14,0,4.0,1079,0.4188297047205036,0.13999999999999999,5.587773056094613,2.0114942528735633
S-18996,U-9996,P-1704,133,0.8,3,1,0,0,Home & Living,231.08,2,217,14,0,2.2,305,0.9734192678714353,0.27999999999999997,2.518377444859048,1.6625
S-18997,U-9997,P-1577,126,0.2,2,0,0,0,T-shirt,470.81,2,228,5,1,2.9,200,2.1143845152018685,0.58,3.075916846674264,6.3
S-18998,U-9998,P-1881,47,0.93,5,1,0,0,Shoes,86.62,8,383,13,1,2.9,516,0.38595553179165,1.0,3.6238648672148885,0.5053763440860215
S-18999,U-9999,P-1450,200,0.15,2,0,0,0,T-shirt,77.13,3,342,2,1,2.6,271,0.3463870301342794,0.72,2.915017074473919,13.333333333333334
S-19000,U-10000,P-1434,49,0.61,9,1,0,0,Home & Living,195.76,8,267,6,1,1.5,1161,0.8246345675891992,1.0,2.117369381223557,0.8032786885245902
S-19001,U-10001,P-1041,13,0.11,1,0,0,0,Electronics,712.85,8,426,9,1,3.8,1062,0.6429138332221,1.0,5.29632628753988,1.1818181818181819
S-19002,U-10002,P-1933,279,0.42,8,0,0,0,T-shirt,40.26,1,135,3,1,1.9,1052,0.1808056765617281,0.43999999999999995,2.644571434610911,6.642857142857143
S-19003,U-10003,P-1160,243,0.39,2,0,0,0,Shoes,60.52,5,53,11,1,4.8,1040,0.26966091877200016,1.0,6.67001958587037,6.230769230769231
S-19004,U-10004,P-1651,152,0.57,0,1,0,0,Shoes,222.84,2,139,2,1,3.7,143,0.9929153856436305,0.58,3.6776618416862403,2.666666666666667
S-19005,U-10005,P-1806,149,0.61,1,0,0,0,Home & Living,376.53,1,276,6,0,4.7,892,1.5861240995829646,0.13999999999999999,6.386911386023909,2.442622950819672
S-19006,U-10006,P-1647,17,0.7,5,1,1,1,T-shirt,122.7,3,47,6,0,3.7,440,0.5510396550949836,0.42,4.505893207830666,0.24285714285714285
S-19007,U-10007,P-1928,136,0.34,5,0,0,0,Watch,304.6,1,38,13,1,3.9,1166,0.5543019362352599,0.43999999999999995,5.508509473183514,4.0
S-19008,U-10008,P-1554,42,0.41,6,1,0,0,Watch,845.26,3,364,3,1,2.7,1148,1.5381787742029407,0.72,3.8051895300383283,1.024390243902439
S-19009,U-10009,P-1102,33,0.64,4,0,0,0,Electronics,1800.89,6,372,12,0,4.5,805,1.624208589621025,0.7,6.022875368255965,0.515625
S-19010,U-10010,P-1915,207,0.93,6,1,0,0,T-shirt,181.88,1,344,10,0,4.6,396,0.8168141195491085,0.13999999999999999,5.505221378232215,2.225806451612903
S-19011,U-10011,P-1838,87,0.39,6,0,1,0,T-shirt,169.85,1,269,13,1,1.5,433,0.7627879822158351,0.43999999999999995,1.8219133602301214,2.230769230769231
S-19012,U-10012,P-1652,54,0.62,1,1,0,0,Home & Living,220.52,8,138,11,0,1.4,305,0.9289355069716502,0.7,1.6026038285466664,0.8709677419354839
S-19013,U-10013,P-1133,195,0.38,8,1,0,0,Watch,923.86,2,400,2,1,4.0,639,1.681212694715388,0.58,5.169174541082974,5.131578947368421
S-19014,U-10014,P-1134,86,0.64,3,1,0,0,Electronics,1834.22,6,161,9,1,1.7,1184,1.6542686556395318,1.0,2.4063493382135386,1.34375
S-19015,U-10015,P-1307,65,0.6,8,0,0,0,Shoes,184.14,5,402,4,0,1.0,601,0.8204785456489774,0.7,1.2800514890617642,1.0833333333333333
S-19016,U-10016,P-1498,83,0.52,9,0,0,0,Electronics,1777.69,3,257,6,0,3.8,24,1.6032846912823104,0.42,2.4463456268998325,1.5961538461538463
S-19017,U-10017,P-1731,179,0.78,3,1,0,0,Home & Living,362.88,7,114,8,1,1.2,767,1.528623783647163,1.0,1.5945095359554413,2.2948717948717947
S-19018,U-10018,P-1272,59,0.86,2,0,0,0,Electronics,1953.66,8,275,9,0,1.5,821,1.7619906563971213,0.7,2.0135221185168537,0.686046511627907
S-19019,U-10019,P-1602,140,0.6,3,0,0,0,Shoes,102.8,8,127,10,0,4.0,1033,0.4580492803992336,0.7,5.5529520440547,2.3333333333333335
S-19020,U-10020,P-1381,179,0.44,6,0,0,0,Shoes,445.14,5,275,14,1,1.6,712,1.983424675845475,1.0,2.1022340545325746,4.068181818181818
S-19021,U-10021,P-1331,43,0.77,8,1,0,0,Shoes,275.85,7,95,1,1,3.5,197,1.229113754845609,1.0,3.7017869214861743,0.5584415584415584
S-19022,U-10022,P-1536,179,0.14,0,0,0,0,Electronics,811.51,4,381,11,1,2.4,95,0.7318945146918234,0.8599999999999999,2.190887131904561,12.785714285714285
S-19023,U-10023,P-1355,271,0.64,6,0,0,0,Electronics,1374.39,7,100,2,0,2.5,141,1.2395515792131895,0.7,2.4779135288006304,4.234375
S-19024,U-10024,P-1676,165,0.97,2,0,0,0,Watch,113.36,3,163,10,0,4.7,609,0.2062891250545931,0.42,6.028651419737316,1.7010309278350515
S-19025,U-10025,P-1244,104,0.3,3,1,0,0,Electronics,1644.67,2,373,11,0,1.1,406,1.4833149948592148,0.27999999999999997,1.321938900797371,3.466666666666667
S-19026,U-10026,P-1173,133,0.12,2,1,1,1,T-shirt,456.07,7,82,1,1,3.7,1163,2.048187901378722,1.0,5.224117044935623,11.083333333333334
S-19027,U-10027,P-1040,211,0.93,5,1,0,0,Shoes,465.71,6,289,2,1,3.7,961,2.0750790892483177,1.0,5.083070693492623,2.2688172043010755
S-19028,U-10028,P-1933,125,0.99,7,1,0,0,T-shirt,40.26,1,135,3,1,1.9,1052,0.1808056765617281,0.43999999999999995,2.644571434610911,1.2626262626262625
S-19029,U-10029,P-1259,28,0.89,8,0,0,0,Home & Living,448.15,3,82,8,0,1.9,424,1.8878217279582123,0.42,2.2997938841912786,0.3146067415730337
S-19030,U-10030,P-1006,90,0.38,1,0,0,0,Shoes,345.27,7,437,13,1,1.1,205,1.5384306910840795,1.0,1.1721327571337081,2.3684210526315788
S-19031,U-10031,P-1077,262,0.93,3,1,0,0,T-shirt,116.24,7,424,1,0,3.8,655,0.5220281133515965,0.7,4.9294821995975076,2.817204301075269
S-19032,U-10032,P-1634,180,0.8,3,1,0,0,Home & Living,160.54,8,224,14,0,1.6,367,0.6762711150427566,0.7,1.890586540214058,2.25
S-19033,U-10033,P-1858,32,0.26,9,1,0,0,Shoes,480.77,4,338,1,1,2.0,574,2.1421824176803455,0.8599999999999999,2.5417480163189405,1.2307692307692308
S-19034,U-10034,P-1235,5,0.89,7,1,0,0,Electronics,1410.1,1,10,3,1,3.6,1076,1.2717581485957539,0.43999999999999995,5.0269929675526,0.056179775280898875
S-19035,U-10035,P-1528,223,0.78,2,0,0,0,Electronics,1064.83,5,202,1,1,4.2,250,0.9603618391385126,1.0,4.6413804688706986,2.858974358974359
S-19036,U-10036,P-1561,171,0.68,6,0,0,0,Watch,600.74,1,102,14,0,1.2,433,1.0932086184306304,0.13999999999999999,1.4575306881840973,2.514705882352941
S-19037,U-10037,P-1582,107,0.14,5,0,0,0,Shoes,452.56,8,431,8,0,3.3,184,2.0164862095085327,0.7,3.4454348445516936,7.6428571428571415
S-19038,U-10038,P-1462,148,0.12,9,1,0,0,Electronics,534.52,1,410,6,0,3.7,732,0.48207940258662674,0.13999999999999999,4.8818878193961215,12.333333333333334
S-19039,U-10039,P-1301,29,0.41,1,1,0,0,Watch,354.06,6,244,9,1,3.2,769,0.6443077594991993,1.0,4.2536899295025465,0.7073170731707317
S-19040,U-10040,P-1142,65,0.62,9,0,0,0,Electronics,1376.6,5,337,6,0,4.2,578,1.2415447609083858,0.7,5.3434940811613165,1.0483870967741935
S-19041,U-10041,P-1413,1,0.45,2,0,0,0,Home & Living,59.46,6,25,2,0,1.5,161,0.2504739037027676,0.7,1.526278900569715,0.022222222222222223
S-19042,U-10042,P-1272,80,0.16,1,0,0,0,Electronics,1953.66,8,275,9,0,1.5,821,1.7619906563971213,0.7,2.0135221185168537,5.0
S-19043,U-10043,P-1315,71,0.83,0,1,1,0,T-shirt,222.67,2,328,4,1,3.4,762,1.0,0.58,4.513335461273431,0.8554216867469879
S-19044,U-10044,P-1910,235,0.48,9,0,0,0,Home & Living,408.3,5,323,6,1,4.1,505,1.7199545052445344,1.0,5.105760068815721,4.895833333333333
S-19045,U-10045,P-1761,94,0.23,6,0,0,0,Shoes,103.04,8,122,13,0,4.2,972,0.45911865615113845,0.7,5.7795226290362445,4.086956521739131
S-19046,U-10046,P-1033,40,0.95,4,0,1,1,Home & Living,97.62,8,393,8,0,3.9,639,0.41122203968153676,0.7,5.0399451775559,0.42105263157894735
